Test Name,Skill Name,School Name,Focus Group Category,Focus Group,MGP (2016),Count (2016),MGP (2017),Count (2017),MGP (2018),Count (2018),MGP Change from 2016-2017,MGP Change from 2017-2018
CMAS,Math,Hill Campus of Arts and Sciences,Race/Ethnicity,Native Hawaiian/PI,,,,,,1,,
CMAS,Math,Hill Campus of Arts and Sciences,Race/Ethnicity,Two+ Races,65,24,63.5,38,44,33,-1.5,-19.5
CMAS,Math,Hill Campus of Arts and Sciences,FRL Status,FRL,45,343,60,328,63,289,15,3
CMAS,Math,Hill Campus of Arts and Sciences,FRL Status,Non-FRL,57,251,69,269,68,270,12,-1
CMAS,Math,Hill Campus of Arts and Sciences,EL Status,Non-ELL,50.5,422,66,439,66,424,15.5,0
CMAS,Math,Hill Campus of Arts and Sciences,EL Status,ELL,44.5,92,58,94,58.5,72,13.5,0.5
CMAS,Math,Hill Campus of Arts and Sciences,EL Status,Redesignated/Exited ELL,46.5,80,67,64,73,63,20.5,6
CMAS,Math,Hill Campus of Arts and Sciences,SPED Status,SPED,45,61,48,63,50,56,3,2
CMAS,Math,Hill Campus of Arts and Sciences,SPED Status,Non-SPED,50,533,67,534,67,503,17,0
CMAS,Math,Hill Campus of Arts and Sciences,SOC Status,SOC,45,384,62,378,63.5,330,17,1.5
CMAS,Math,Hill Campus of Arts and Sciences,SOC Status,Non-SOC,57,210,71,219,69,229,14,-2
CMAS,Math,Hill Campus of Arts and Sciences,GT Status,GT,63,176,66,159,62.5,128,3,-3.5
CMAS,Math,Hill Campus of Arts and Sciences,GT Status,Non-GT,44,418,65,438,66,431,21,1
CMAS,Math,Skinner Middle School,Overall,All Students,53,541,62,553,57,562,9,-5
CMAS,Math,Skinner Middle School,Grade,6th Grade,53.5,210,67,193,46,202,13.5,-21
CMAS,Math,Skinner Middle School,Grade,7th Grade,60,171,71,187,65,187,11,-6
CMAS,Math,Skinner Middle School,Grade,8th Grade,42.5,160,44,173,62,173,1.5,18
CMAS,Math,Skinner Middle School,Ed Level,Middle,53,541,62,553,57,562,9,-5
CMAS,Math,Skinner Middle School,Race/Ethnicity,Native American,,8,,4,,3,,
CMAS,Math,Skinner Middle School,Race/Ethnicity,Asian,,6,,7,,7,,
CMAS,Math,Skinner Middle School,Race/Ethnicity,Black,41,22,58,23,,18,17,
CMAS,Math,Skinner Middle School,Race/Ethnicity,Hispanic,48,331,56,325,53,318,8,-3
CMAS,Math,Skinner Middle School,Race/Ethnicity,White,66,155,69,179,63,201,3,-6
CMAS,Math,Skinner Middle School,Race/Ethnicity,Two+ Races,,19,,15,,15,,
CMAS,Math,Skinner Middle School,FRL Status,FRL,44,337,56,313,52,279,12,-4
CMAS,Math,Skinner Middle School,FRL Status,Non-FRL,62,204,67,240,63,283,5,-4
CMAS,Math,Skinner Middle School,EL Status,Non-ELL,55,438,64,424,60,438,9,-4
CMAS,Math,Skinner Middle School,EL Status,ELL,46.5,70,54,78,36,53,7.5,-18
CMAS,Math,Skinner Middle School,EL Status,Redesignated/Exited ELL,50,33,63,51,60,71,13,-3
CMAS,Math,Skinner Middle School,SPED Status,SPED,37,79,43,78,45,77,6,2
CMAS,Math,Skinner Middle School,SPED Status,Non-SPED,55,462,65,475,59,485,10,-6
CMAS,Math,Skinner Middle School,SOC Status,SOC,48,386,57.5,374,54,361,9.5,-3.5
CMAS,Math,Skinner Middle School,SOC Status,Non-SOC,66,155,69,179,63,201,3,-6
CMAS,Math,Skinner Middle School,GT Status,GT,62,167,68,176,66,151,6,-2
CMAS,Math,Skinner Middle School,GT Status,Non-GT,48,374,59,377,55,411,11,-4
COSAT,Math,North High School,Overall,All Students,,,40.5,152,40,643,,-0.5
COSAT,Math,North High School,Grade,9th Grade,,,,,41,257,,
COSAT,Math,North High School,Grade,10th Grade,,,,,40,213,,
COSAT,Math,North High School,Grade,11th Grade,,,40.5,152,37,173,,-3.5
COSAT,Math,North High School,Ed Level,High,,,40.5,152,40,643,,-0.5
COSAT,Math,North High School,Race/Ethnicity,Native American,,,,,,9,,
COSAT,Math,North High School,Race/Ethnicity,Asian,,,,1,,7,,
COSAT,Math,North High School,Race/Ethnicity,Black,,,,9,33,33,,
COSAT,Math,North High School,Race/Ethnicity,Hispanic,,,43.5,130,38,497,,-5.5
COSAT,Math,North High School,Race/Ethnicity,White,,,,10,50,81,,
COSAT,Math,North High School,Race/Ethnicity,Two+ Races,,,,2,,16,,
COSAT,Math,North High School,FRL Status,FRL,,,39,120,38,475,,-1
COSAT,Math,North High School,FRL Status,Non-FRL,,,45,32,46.5,168,,1.5
COSAT,Math,North High School,EL Status,Non-ELL,,,42,85,41.5,400,,-0.5
COSAT,Math,North High School,EL Status,ELL,,,,14,38,139,,
COSAT,Math,North High School,EL Status,Redesignated/Exited ELL,,,46,53,38.5,104,,-7.5
COSAT,Math,North High School,SPED Status,SPED,,,,14,32.5,70,,
COSAT,Math,North High School,SPED Status,Non-SPED,,,40.5,138,41,573,,0.5
COSAT,Math,North High School,SOC Status,SOC,,,39.5,142,38,562,,-1.5
COSAT,Math,North High School,SOC Status,Non-SOC,,,,10,50,81,,
COSAT,Math,North High School,GT Status,GT,,,50.5,44,44,143,,-6.5
COSAT,Math,North High School,GT Status,Non-GT,,,38,108,38,500,,0
CMAS,Math,All Schools,Overall,All Students,51,"32,637",53,"33,593",54,"30,540",2,1
CMAS,Math,All Schools,Grade,4th Grade,51,"6,310",53,"6,628",51,"6,644",2,-2
CMAS,Math,All Schools,Grade,5th Grade,52,"6,205",56,"6,254",57,"6,517",4,1
CMAS,Math,All Schools,Grade,6th Grade,46,"5,774",49,"5,976",49,"5,933",3,0
CMAS,Math,All Schools,Grade,7th Grade,52,"5,512",56,"5,680",58,"5,886",4,2
CMAS,Math,All Schools,Grade,8th Grade,54,"4,791",49,"5,110",52,"5,560",-5,3
CMAS,Math,All Schools,Grade,9th Grade,55,"4,045",56,"3,945",,,1,
CMAS,Math,All Schools,Ed Level,Elementary,51,"12,515",55,"12,882",54,"13,161",4,-1
CMAS,Math,All Schools,Ed Level,Middle,50,"16,077",51,"16,766",53,"17,379",1,2
CMAS,Math,All Schools,Ed Level,High,55,"4,045",56,"3,945",,,1,
CMAS,Math,All Schools,Race/Ethnicity,Native American,47.5,212,53,201,49.5,158,5.5,-3.5
CMAS,Math,All Schools,Race/Ethnicity,Asian,63,"1,010",63,"1,035",58,955,0,-5
CMAS,Math,All Schools,Race/Ethnicity,Black,47,"4,344",50,"4,376",48,"3,817",3,-2
CMAS,Math,All Schools,Race/Ethnicity,Hispanic,47,"19,367",50,"19,724",50,"17,301",3,0
CMAS,Math,All Schools,Race/Ethnicity,White,63,"6,625",63,"7,023",64,"7,075",0,1
CMAS,Math,All Schools,Race/Ethnicity,Native Hawaiian/PI,62,71,65,75,56,93,3,-9
CMAS,Math,All Schools,Race/Ethnicity,Two+ Races,56,"1,008",59,"1,159",58,"1,141",3,-1
CMAS,Math,All Schools,FRL Status,FRL,47,"23,270",49,"23,359",49,"20,530",2,0
CMAS,Math,All Schools,FRL Status,Non-FRL,61,"9,367",62,"10,234",62,"10,010",1,0
CMAS,Math,All Schools,EL Status,Non-ELL,54,"16,785",56,"17,518",57,"16,560",2,1
CMAS,Math,All Schools,EL Status,ELL,46,"10,344",48,"11,107",48,"9,128",2,0
CMAS,Math,All Schools,EL Status,Redesignated/Exited ELL,56,"5,508",55,"4,968",55,"4,852",-1,0
CMAS,Math,All Schools,SPED Status,SPED,38,"3,645",44,"3,672",41,"3,313",6,-3
CMAS,Math,All Schools,SPED Status,Non-SPED,53,"28,992",54,"29,921",55,"27,227",1,1
CMAS,Math,All Schools,SOC Status,SOC,48,"26,012",51,"26,570",50,"23,465",3,-1
CMAS,Math,All Schools,SOC Status,Non-SOC,63,"6,625",63,"7,023",64,"7,075",0,1
CMAS,Math,All Schools,GT Status,GT,62,"6,059",61,"4,831",65,"3,444",-1,4
CMAS,Math,All Schools,GT Status,Non-GT,49,"26,578",52,"28,762",52,"27,096",3,0
COSAT,Math,All Schools,Overall,All Students,,,47,"3,974",45,"13,592",,-2
COSAT,Math,All Schools,Grade,9th Grade,,,,,47,"4,992",,
COSAT,Math,All Schools,Grade,10th Grade,,,,,41,"4,328",,
COSAT,Math,All Schools,Grade,11th Grade,,,47,"3,974",47,"4,272",,0
COSAT,Math,All Schools,Ed Level,High,,,47,"3,974",45,"13,592",,-2
COSAT,Math,All Schools,Race/Ethnicity,Native American,,,44,24,37,88,,-7
COSAT,Math,All Schools,Race/Ethnicity,Asian,,,47,149,48,445,,1
COSAT,Math,All Schools,Race/Ethnicity,Black,,,43,535,42,"1,811",,-1
COSAT,Math,All Schools,Race/Ethnicity,Hispanic,,,45,"2,267",44,"8,009",,-1
COSAT,Math,All Schools,Race/Ethnicity,White,,,61,824,49,"2,696",,-12
COSAT,Math,All Schools,Race/Ethnicity,Native Hawaiian/PI,,,,8,30,34,,
COSAT,Math,All Schools,Race/Ethnicity,Two+ Races,,,50,137,47,509,,-3
COSAT,Math,All Schools,FRL Status,FRL,,,45,"2,398",44,"8,746",,-1
COSAT,Math,All Schools,FRL Status,Non-FRL,,,53,"1,573",47,"4,845",,-6
COSAT,Math,All Schools,EL Status,Non-ELL,,,52,"2,057",45,"6,967",,-7
COSAT,Math,All Schools,EL Status,ELL,,,31,548,40,"2,967",,9
COSAT,Math,All Schools,EL Status,Redesignated/Exited ELL,,,48,"1,366",49,"3,657",,1
COSAT,Math,All Schools,SPED Status,SPED,,,25,282,34.5,"1,306",,9.5
COSAT,Math,All Schools,SPED Status,Non-SPED,,,49,"3,689",46,"12,286",,-3
COSAT,Math,All Schools,SOC Status,SOC,,,45,"3,150",44,"10,896",,-1
COSAT,Math,All Schools,SOC Status,Non-SOC,,,61,824,49,"2,696",,-12
COSAT,Math,All Schools,GT Status,GT,,,55,"1,107",49,"3,126",,-6
COSAT,Math,All Schools,GT Status,Non-GT,,,45,"2,864",44,"10,465",,-1
